,x,y,z
0,0.6982478944780635,1.126719593276797,0.4844149246453111
1,9.508377504777027,15.488536320226022,2.7307796829523037
2,7.248391779731759,1.646036054344604,5.782741224291467
3,5.829757997865403,4.888936930062049,7.82438233294577
4,3.17440888365919,19.84495228743183,4.117780696005591
5,1.7318887636644031,16.990254704641348,8.886847775843616
6,8.481424262268009,0.11766798712062432,9.415105405229024
7,9.354514841164397,14.09287751016233,6.025388279763925
8,9.298185487947144,11.2396650944651,9.01153719827814
9,5.893235328096072,18.53728483730576,2.6284140207234543
10,4.429039328275475,11.151459433073052,4.292917481518534
11,8.917989144600384,16.916194945625765,4.6471809090679015
12,6.956019855730467,7.927570193654539,7.032538378141863
13,5.079064352739255,13.808593623967235,9.99366656059274
14,0.5264955245549929,2.6502723315385124,4.30853710918359
15,3.6663391918175336,6.539292515690751,1.6544081185566462
16,4.555783523795524,5.824110826804898,3.7533304472058324
17,4.341583735981047,1.346497176011876,4.712439039617476
18,0.9048194101240703,3.7387015584608907,1.7815056969060394
19,5.888441052499963,8.97438687407819,9.703107407083852
20,2.9148877365703463,5.017776692733456,1.059351184100149
21,2.295752262206139,7.148369582804479,7.360553180811735
22,6.093725709068049,2.978408769582681,8.256779696584818
23,1.068680753467569,2.5534600181436162,9.931259808582698
24,4.294995317773668,7.14556392927467,9.646682590274308
25,7.2405692576540215,5.241813038608603,0.0450322421619298
26,7.284469857992266,14.961932169101795,8.987652471466006
27,8.232841127114906,6.287969472056465,0.2201434886455822
28,9.573086153402746,19.020668979143455,9.735575135705938
29,5.967941838223464,15.544189454544743,7.728859098253514
30,7.724889343431625,1.2484306363307973,8.703598058266095
31,1.1923507727424676,14.24336776391192,8.33251890188243
32,2.3841986670402004,1.9363992466301339,4.459503210202225
33,7.896886892124593,3.730533726895926,9.19360649563255
34,8.013947523635775,15.115483111414603,8.255747913194499
35,0.586175220047106,2.5018844886295355,8.140381087289928
36,3.8456082932803004,3.398966981478184,9.97697729365305
37,0.7159586705080101,17.7674036338634,8.976687036768237
38,8.698164252518165,17.91280985309323,1.4170318090539435
39,2.5155036521580043,1.8842811135922388,7.883625881278179
40,2.5157080087468175,8.274970110524002,5.404209461938473
41,8.18867625980535,12.498406572077707,3.440955599707177
42,7.175587719649697,4.549517576904107,9.188609528780791
43,1.585790960333049,12.655728161417821,8.881880760929326
44,5.936836570641793,10.476444344524014,2.81506827196964
45,9.659481445476553,15.323523720670128,0.753369360106434
46,2.1004202749007392,0.7488188120992922,2.497263978646221
47,3.79573079644583,7.708803532836599,8.030679656877489
48,6.304418914599728,19.328009473431656,0.4039262976874036
49,2.1656870809286044,14.031795856009746,6.715825232966754
50,8.835591852188728,4.388506564490635,4.088424891754001
51,2.7643068625634823,13.779358389129076,8.726206443533238
52,7.481381495131658,9.18385102814919,3.5843242982110812
53,6.2520675466759865,19.447106556445284,7.628943489315797
54,3.520016195348844,15.44148874006792,5.099994237744814
55,5.68584959562895,9.555620208841253,7.375594112246241
56,9.073650483962975,6.23878606832368,8.312689313236103
57,2.689258117297678,12.450330426897896,2.5987435694785876
58,6.0221490699523725,1.4827668236864389,6.577302828241015
59,3.31506193556831,6.563931783721458,9.024504925139961
60,7.830440478692642,5.426671520743636,3.901583161494011
61,7.818095676745509,12.759662294418831,7.655546776438763
62,9.602283650436416,8.78791930541712,8.790576223636972
63,0.12133773627139743,1.8832201400924697,1.2821481939703894
64,5.133076282176226,7.888193807091152,9.598744425645348
65,1.1672619407442553,0.6410850128970424,1.62792983369208
66,6.471194099354162,2.7051841316285508,1.0398000829207465
67,6.722679550909641,4.864784263195798,7.007396996668582
68,3.728514619238583,17.705056720146317,4.417236725605527
69,0.1320449601492979,4.009818705781136,0.8940628922242011
70,4.675880050357067,12.623765156168723,5.793483069340581
71,3.136036944883487,8.537439703363322,2.9269647658203857
72,3.94924854100406,17.256353692430803,2.77382470369394
73,6.393999408654341,13.81361525936233,5.394113220103267
74,4.283335991208848,8.22670328007783,2.5306390254123157
75,4.64824807364567,1.3635891036691583,6.463929910596514
76,7.53886573912106,19.447481266180855,8.502172061192793
77,9.515274988126944,16.615928640635353,0.7752242516695285
78,4.92015030155194,3.1973263538848884,9.116155050171802
79,3.059582174996476,3.2623355127752784,5.559895650446178
80,4.250486249439676,8.500939706619086,9.953653580725012
81,2.9461103047795723,11.387812770598476,3.7373890836942736
82,6.278973326923861,8.329762172214132,5.371630912161292
83,6.21234295364199,12.37027480856414,1.2777997505203964
84,2.0702170714958457,17.006682886439663,4.894485347979975
85,6.201738101952165,8.623338718070306,9.246539167832616
86,5.750627217499437,12.273709285050105,2.217333412086022
87,9.877877403295384,16.11220917582044,3.283465130708376
88,3.7992506991196615,4.271804047105299,2.390893815946894
89,3.134864697955213,4.529410237404989,9.286134625601179
90,0.09176253553397018,5.617915356056978,0.6423372351819145
91,8.785780709951643,3.2818290571683195,7.9495036342732845
92,1.0684726653258203,8.614185608308825,5.322490562487939
93,4.718335977401632,19.094179666362237,0.950907647467093
94,7.782808379938162,4.871785404185729,8.660241936779736
95,4.6662347213084745,2.69189506366589,1.6357554706002775
96,2.9482423254775747,1.4099169247941612,6.849160356046955
97,3.4256079649658764,9.060956781038055,1.7266842675237115
98,4.772117398561775,15.563857565074464,2.1737153009211916
99,7.538686330075878,7.419765441252473,8.295826046890255
100,0.4128233180596341,4.4568421699206535,0.36548770386338303
101,6.1054636810164595,3.2863675264349634,8.384891787980322
102,7.069985836956237,0.17988344698211423,9.975981385348762
103,2.7021265268361416,9.729258889243164,9.894201832125768
104,6.418458045982539,12.858408084598345,5.91904399119246
105,1.6016694637931517,8.171713567905535,0.6036826277557206
106,2.518980564681197,19.88078687545302,3.964317845220563
107,4.979666719966155,10.841888838747245,9.216273677849637
